nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link,harga_kategori,harga_m2_kategori,latitude,longitude,distance,nomor,TEBET,SETIA BUDI,MAMPANG PRAPATAN,PASAR MINGGU,KEBAYORAN LAMA,CILANDAK,KEBAYORAN BARU,PANCORAN,JAGAKARSA,PESANGGRAHAN
1 Park Homes Gandaria,3,3,362,16000000000,80000000,"Gandaria, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-1-park-homes-gandaria-oleh-randi-c-17726298,10 - 20 M,30 Juta- Max,-6.2478099999999595,106.79001000000004,,357,0.07986127902563744,0.06814097232918215,0.0354802934670948,0.08230400417489836,0.011624149231159286,0.04818349659792798,0.014511529877389684,0.061151886756387164,0.11859393866965373,0.03392099894295164
"Design rumah yang elegance, unik & kokoh, Halaman yang luas",4,4,330,16000000000,9395185,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-design-rumah-yang-elegance-unik-kokoh-halaman-yang-luas-oleh-christine-18427466,10 - 20 M,0 - 10 Juta,-6.334499999999935,106.81966000000006,,358,0.13690127902559546,0.12518097232914016,0.08351230820023492,0.05329997572656264,0.12458073203186704,0.06815650340206592,0.10798817443849718,0.10313334168397592,0.003109448969845552,0.145087547272988
Dijual rumah di jagakarsa LT 1703m,4,4,330,16000000000,9395185,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-jagakarsa-lt-1703m-oleh-dewi-sabina-18409807,10 - 20 M,0 - 10 Juta,-6.334499999999935,106.81966000000006,,359,0.13690127902559546,0.12518097232914016,0.08351230820023492,0.05329997572656264,0.12458073203186704,0.06815650340206592,0.10798817443849718,0.10313334168397592,0.003109448969845552,0.145087547272988
Dijual Rumah Lokasi Jagakarsa Jakarta Selatan,4,4,350,16000000000,9395185,"Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-lokasi-jagakarsa-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-17871754,10 - 20 M,0 - 10 Juta,-6.334499999999935,106.81966000000006,,360,0.13690127902559546,0.12518097232914016,0.08351230820023492,0.05329997572656264,0.12458073203186704,0.06815650340206592,0.10798817443849718,0.10313334168397592,0.003109448969845552,0.145087547272988
Jual Rumah Tropis Jagakarsa,4,4,330,16000000000,9395185,"Cipedak, Cipedak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-tropis-jagakarsa-oleh-ria-yuliantini-18802843,10 - 20 M,0 - 10 Juta,-6.350279999999942,106.80170000000004,,361,0.17064127902561843,0.15892097232916313,0.1172523082002579,0.08703997572658562,0.1224007320318572,0.06597650340205607,0.10580817443848733,0.1368733416839989,0.036849448969868526,0.14290754727297816
Jual Rumah Tropis Jagakarsa,4,4,330,16000000000,9395185,"Cipedak Jagakarsa Jakarta Selatan, Cipedak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-tropis-jagakarsa-oleh-ria-yuliantini-18789473,10 - 20 M,0 - 10 Juta,-6.350279999999942,106.80170000000004,,362,0.17064127902561843,0.15892097232916313,0.1172523082002579,0.08703997572658562,0.1224007320318572,0.06597650340205607,0.10580817443848733,0.1368733416839989,0.036849448969868526,0.14290754727297816
"Dijual Rumah Elegance, Unik dan Kokoh di Cipedak Jakarta Selatan",4,4,330,16000000000,9395185,"Jakarta Selatan, Cipedak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-elegance-unik-dan-kokoh-di-cipedak-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-18409815,10 - 20 M,0 - 10 Juta,-6.253739999999938,106.79731000000004,,363,0.07849127902561559,0.0667709723291603,0.025102308200255052,0.06907400417491871,0.02147073203185279,0.042907604381012376,0.01314152987736783,0.04792188675640752,0.10536393866967408,0.04197754727297376
Rumah Kaffi Cipedak,4,4,350,16000000000,9406232,"Jl. Muh. Kaffi, Cipedak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-kaffi-cipedak-oleh-elly-susanto-17693070,10 - 20 M,0 - 10 Juta,-6.350279999999942,106.80170000000004,,364,0.17064127902561843,0.15892097232916313,0.1172523082002579,0.08703997572658562,0.1224007320318572,0.06597650340205607,0.10580817443848733,0.1368733416839989,0.036849448969868526,0.14290754727297816
Pejaten Barat Harga Miring Rumah Spek Mewah & Jalan Lebar Tinggal Perapian,4,5,600,16000000000,16528926,"Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pejaten-barat-harga-miring-rumah-spek-mewah-jalan-lebar-tinggal-perapian-oleh-nizar-luthfi-18646089,10 - 20 M,15 - 25 Juta,-6.267599289576907,106.82680020717164,,365,0.06286036143097906,0.051140054734523765,0.021099203281458756,0.0257245074263448,0.0648202287804267,0.058538521975648905,0.04822767118705684,0.029092424089359525,0.07093146862477084,0.08532704402154767
Cipete Dalam Komplek Elit Bangunan Kokoh & Layak Huni,4,4,385,16000000000,20565553,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-dalam-komplek-elit-bangunan-kokoh-layak-huni-oleh-nizar-luthfi-18442001,10 - 20 M,15 - 25 Juta,-6.277569952084483,106.79880008418057,,366,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.020567736476999166,0.03548139778138104,0.06706320958800926,0.08004390240459802,0.06729758353804982
cipete,4,5,450,16000000000,42216359,"cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-oleh-dedy-faazli-18777610,10 - 20 M,30 Juta- Max,-6.277569952084483,106.79880008418057,,367,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.020567736476999166,0.03548139778138104,0.06706320958800926,0.08004390240459802,0.06729758353804982
Rumah Pondok Indah,4,4,450,16000000000,52631579,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pondok-indah-oleh-yanti-18639025,10 - 20 M,30 Juta- Max,-6.268569999999953,106.78056000000004,,368,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
"Dijual Rumah Mewah di Permata Hijau, Jakarta Selatan",4,4,600,16000000000,53333333,"Permata Hijau Jakarta Selatan, Permata Hijau, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-permata-hijau-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-17733915,10 - 20 M,30 Juta- Max,-6.2224539000587145,106.78586281229073,,369,0.07142981157985595,0.04693206009724449,0.06498358111764713,0.11180729182545068,0.032833061463096946,0.0776867842484803,0.03785511321204904,0.09065517440693949,0.14809722632020605,0.0551299111748893
Kemang - Ampera Dalam Komplek Elite,5,5,660,16000000000,23880597,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-ampera-dalam-komplek-elite-oleh-helmi-10305266,10 - 20 M,15 - 25 Juta,-6.255639999999971,106.81218000000008,,370,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560375,0.03175334168398436,0.08859393866959664,0.058747547273051204
Jl. Kenanga ~ Mewah ~ Area Tenang,5,5,660,16000000000,23880597,"Jl. Kenanga, Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jl-kenanga-mewah-area-tenang-oleh-helmi-17650246,10 - 20 M,15 - 25 Juta,-6.276832147714274,106.7717020685783,,371,0.12719135816168325,0.11547105146522796,0.07380238733632272,0.0715897878823144,0.035705929904886524,0.03746928030534402,0.061841609013435495,0.09342342082006372,0.10787972237706978,0.03946176356557807
Cipete,5,5,389,16000000000,53511706,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-oleh-ferdy-18701930,10 - 20 M,30 Juta- Max,-6.277569952084483,106.79880008418057,,372,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.020567736476999166,0.03548139778138104,0.06706320958800926,0.08004390240459802,0.06729758353804982
Kemang Bebas Banjir Hunian Nyaman & Tenang bangunan bagus,6,8,500,16000000000,22662890,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-bebas-banjir-hunian-nyaman-tenang-bangunan-bagus-oleh-nizar-luthfi-18555125,10 - 20 M,15 - 25 Juta,-6.255639999999971,106.81218000000008,,373,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560375,0.03175334168398436,0.08859393866959664,0.058747547273051204
Perumahan,8,8,450,16000000000,10000000,"WR Supratman kp Utan, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-perumahan-oleh-dede-18182533,10 - 20 M,0 - 10 Juta,-6.257169999999974,106.76392000000004,,374,0.11531127902564808,0.10359097232919279,0.061922308200287546,0.09903400417488051,0.023825850768851353,0.06491349659791013,0.049961529877400324,0.08154334168402855,0.13532393866963588,0.012017547273011964
Rumah Mewah Lokasi Strategis ada Kolam Renang Dekat Pondok Indah,8,10,1000,16000000000,20000000,"Tanah Kusir, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-lokasi-strategis-ada-kolam-renang-dekat-pondok-indah-oleh-dhenis-emanuel-18699451,10 - 20 M,15 - 25 Juta,-6.2593249586687065,106.78379509448251,,375,0.09759114321190854,0.08587083651545324,0.044202172386548,0.0770039510236753,0.013540785183096204,0.042883443446704916,0.03224139406366078,0.063823205870289,0.11329388551843067,0.03404760042421717
Cipete,8,7,800,16000000000,21108179,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-oleh-dedy-faazli-18874673,10 - 20 M,15 - 25 Juta,-6.277569952084483,106.79880008418057,,376,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.020567736476999166,0.03548139778138104,0.06706320958800926,0.08004390240459802,0.06729758353804982
Dijual Kost-kostan Elite 3 Lantai di Daerah Fatmawati Jakarta Selatan,0,10,450,16000000000,50632911,"Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-kost-kostan-elite-3-lantai-di-daerah-fatmawati-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-18764077,10 - 20 M,30 Juta- Max,-6.264667520456389,106.79694262501141,,377,0.08978617447069404,0.07806586777423874,0.0363972036453335,0.058513858707095245,0.03203087749967626,0.03161270893593393,0.024436425322446276,0.0560182371290745,0.09480379320185062,0.052537692740797226
"Turun Harga! !! !! , Rumah Strategis di Tebet Utara Cocok untuk Perumahan , Tempat Usaha atau Kantor",3,4,300,15600000000,24261275,"Jl. Tebet Utara, Tebet Utara, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-turun-harga-rumah-strategis-di-tebet-utara-cocok-untuk-perumahan-tempat-usaha-atau-kantor-oleh-korinof-dasir-18877060,10 - 20 M,15 - 25 Juta,-6.2261965430573945,106.85730099121687,,378,0.009043169133764017,0.033849739558692526,0.062432139959124555,0.09264447243279683,0.10052859739056075,0.13044205254039198,0.07439291828201178,0.042811106475383554,0.14283499918951392,0.1228254471023531
Rumah di Area Kemang,3,5,650,15500000000,16012397,"Kemang, Jakarta Selatan, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-area-kemang-oleh-novi-jusmanto-e-17440337,10 - 20 M,15 - 25 Juta,-6.260889999999961,106.81305000000003,,379,0.06990127902564414,0.05818097232918884,0.0165123082002836,0.04618400417490243,0.04436073203186908,0.05149760438098383,0.027768174438499216,0.0361333416840246,0.0824739386696578,0.06486754727299004
"Cipete, Rumah Cantik Satu Lantai Hadap Timur",3,4,350,15500000000,24603175,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-rumah-cantik-satu-lantai-hadap-timur-oleh-nina-ika-dewandari-18304265,10 - 20 M,15 - 25 Juta,-6.277569952084483,106.79880008418057,,380,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.020567736476999166,0.03548139778138104,0.06706320958800926,0.08004390240459802,0.06729758353804982
"Turun harga, rumah tua jalan dekat Majestik, Kebayoran Baru",3,4,180,15500000000,44285714,"Hangjebat, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-turun-harga-rumah-tua-jalan-dekat-majestik-kebayoran-baru-oleh-chandra-sidik-18174402,10 - 20 M,30 Juta- Max,-6.2514699999999275,106.79754000000008,,381,0.07599127902556013,0.06427097232910484,0.024290293467081447,0.071114004174885,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637381,0.10740393866964038,0.03993754727300747
asoka townhouse,4,4,750,15500000000,38750000,"mimosa, buncit, pejaten, pasar minggu, Buncit, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-asoka-townhouse-oleh-agus-faisal-18398517,10 - 20 M,30 Juta- Max,-6.272759814360826,106.83244179390408,,382,0.06237929948246013,0.055553813549330755,0.031901314797814884,0.021222003816572688,0.07562234029678283,0.05901958392416784,0.05902978270341297,0.02861136214084059,0.07141253057328978,0.0961291555379038
Akses Kebayoran Kemang Rumah Mewah Private Pool di Cipete Selatan Jakarta,4,5,389,15500000000,51839465,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-akses-kebayoran-kemang-rumah-mewah-private-pool-di-cipete-selatan-jakarta-oleh-asrila-18944105,10 - 20 M,30 Juta- Max,-6.277569952084483,106.79880008418057,,383,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.020567736476999166,0.03548139778138104,0.06706320958800926,0.08004390240459802,0.06729758353804982
Dijual rumah mewah di kawasan premium admiralty  dekat dengan Mall one bell park Fatmawati Jakarta s,6,5,400,15500000000,25833333,"Fatmawati, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-kawasan-premium-admiralty-dekat-dengan-mall-one-bell-park-fatmawati-jakarta-s-oleh-ahmad-sauqi-18846433,10 - 20 M,25 - 30 Juta,-6.259299999999938,106.79683000000006,,384,0.08453127902559743,0.07281097232914213,0.03114230820023689,0.06399400417490053,0.02655073203187097,0.03686760438103054,0.019181529877349668,0.05076334168397789,0.1002839386696559,0.04705754727299194
Dijual rumah mewah 2 lantai terletak di kawasan premium admiralty  dekat dengan Mall one bell park F,6,5,400,15500000000,25833333,"Fatmawati, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-2-lantai-terletak-di-kawasan-premium-admiralty-dekat-dengan-mall-one-bell-park-f-oleh-ahmad-sauqi-18932226,10 - 20 M,25 - 30 Juta,-6.259299999999938,106.79683000000006,,385,0.08453127902559743,0.07281097232914213,0.03114230820023689,0.06399400417490053,0.02655073203187097,0.03686760438103054,0.019181529877349668,0.05076334168397789,0.1002839386696559,0.04705754727299194
Rumah Terawat dan Nyaman,0,3,250,15500000000,48437500,"Panglima Polim, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-terawat-dan-nyaman-oleh-novi-jusmanto-e-16470649,10 - 20 M,30 Juta- Max,-6.241739956308969,106.79888004753685,,386,0.06492118779782974,0.05320088110137444,0.032680289621268344,0.0795040003290719,0.026564240458966992,0.05647769560879823,0.005551821715670258,0.058351882910560704,0.11579393482382727,0.04886109017075935
Ampera Rumah Bagus Nuansa Bali,2,3,600,15000000000,15856237,"Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ampera-rumah-bagus-nuansa-bali-oleh-irena-saptari-18819875,10 - 20 M,15 - 25 Juta,-6.283199999999965,106.81926000000004,,387,0.08600127902563859,0.07428097232918329,0.03261230820027805,0.017664004174887893,0.07288073203188361,0.03539760438098938,0.05628817443851375,0.05223334168401905,0.053953938669643264,0.09338754727300458
LEBAK BULUS  -  HARGA MURAH - RUMAH HALAMAN LUAS,3,4,600,15000000000,10000000,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-harga-murah-rumah-halaman-luas-oleh-anna-17073252,10 - 20 M,0 - 10 Juta,-6.300079999999981,106.77930000000003,,388,0.1428412790256619,0.1311209723292066,0.08945230820030137,0.05923997572662909,0.051355850768865174,0.021442395619033938,0.07749152987741414,0.10907334168404237,0.07703393866963548,0.07030754727301236
Lebak bulus rumah asri & cantik fasilitas lengkap dengan harga menarik & siap huni,3,4,550,15000000000,13888889,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-rumah-asri-cantik-fasilitas-lengkap-dengan-harga-menarik-siap-huni-oleh-nizar-luthfi-18106791,10 - 20 M,10 - 15 Juta,-6.300079999999981,106.77930000000003,,389,0.1428412790256619,0.1311209723292066,0.08945230820030137,0.05923997572662909,0.051355850768865174,0.021442395619033938,0.07749152987741414,0.10907334168404237,0.07703393866963548,0.07030754727301236
Rumah Dijual Kavling polri Cilandak Jakarta Selatan,3,5,425,15000000000,15000000,"Kavling Polri Cilandak, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-kavling-polri-cilandak-jakarta-selatan-oleh-windi-17343140,10 - 20 M,10 - 15 Juta,-6.290509999999927,106.79491000000007,,390,0.11766127902557066,0.10594097232911537,0.06427230820021013,0.03470400417489561,0.055840732031875895,0.0037376043810573023,0.052311529877322904,0.08389334168395113,0.07099393866965098,0.07634754727299686
Kemang Hitung Tanah Termurah hanya 18jt/m² Nego,3,4,270,15000000000,18159806,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-hitung-tanah-termurah-hanya-18jt-m-nego-oleh-nizar-luthfi-18443584,10 - 20 M,15 - 25 Juta,-6.255639999999971,106.81218000000008,,391,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560375,0.03175334168398436,0.08859393866959664,0.058747547273051204
Dijual Rumah Kawasan Cipete bebas banjir,3,4,353,15000000000,18915511,"Cipete Selatan, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-kawasan-cipete-bebas-banjir-oleh-doni-santoso-18878479,10 - 20 M,15 - 25 Juta,-6.277569952084483,106.79880008418057,,392,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.020567736476999166,0.03548139778138104,0.06706320958800926,0.08004390240459802,0.06729758353804982
Rumah Mewah Hitung Tanah Lokasi Prime Cipete,3,3,250,15000000000,20519836,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-hitung-tanah-lokasi-prime-cipete-oleh-remmi-michael-18681922,10 - 20 M,15 - 25 Juta,-6.277569952084483,106.79880008418057,,393,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.020567736476999166,0.03548139778138104,0.06706320958800926,0.08004390240459802,0.06729758353804982
Jual rumah jl. Rs Fatmawati murah harga NJOP jakarta selatan,3,4,145,15000000000,31120332,"Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-jl-rs-fatmawati-murah-harga-njop-jakarta-selatan-oleh-dewi-sabina-18934390,10 - 20 M,30 Juta- Max,-6.264667520456389,106.79694262501141,,394,0.08978617447069404,0.07806586777423874,0.0363972036453335,0.058513858707095245,0.03203087749967626,0.03161270893593393,0.024436425322446276,0.0560182371290745,0.09480379320185062,0.052537692740797226
Tebet,3,4,350,15000000000,37688442,"Tebet Raya, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tebet-oleh-teddy-hermawan-18846152,10 - 20 M,30 Juta- Max,-6.228505238957991,106.85517734353435,,395,0.004610825550643405,0.03403478777676572,0.05799979637600394,0.08821212884967622,0.09609625380744014,0.12600970895727137,0.06996057469889116,0.03837876289226294,0.1384026556063933,0.11839310351923249
HARGA MENARIK AREA PREMIUM PONDOK INDAH BUILD BY PARAMA DHARMA,3,4,580,15000000000,46012270,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-harga-menarik-area-premium-pondok-indah-build-by-parama-dharma-oleh-nizar-luthfi-18037921,10 - 20 M,30 Juta- Max,-6.268569999999953,106.78056000000004,,396,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
"3 Bedrooms Rumah Pondok Indah, Jakarta Selatan, DKI Jakarta",3,3,450,15000000000,49342105,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-3-bedrooms-rumah-pondok-indah-jakarta-selatan-dki-jakarta-oleh-sarman-17926055,10 - 20 M,30 Juta- Max,-6.268569999999953,106.78056000000004,,397,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Kemang Utara Bebas Banjir di lingkungan tenang & akses 2 mobil,4,7,400,15000000000,14925373,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-utara-bebas-banjir-di-lingkungan-tenang-akses-2-mobil-oleh-nizar-luthfi-18599570,10 - 20 M,10 - 15 Juta,-6.255639999999971,106.81218000000008,,398,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560375,0.03175334168398436,0.08859393866959664,0.058747547273051204
Dijual rumah mewah di jati padang jakarta selatan !,4,6,413,15000000000,16759777,"Jati padang, Jati Padang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-jati-padang-jakarta-selatan-oleh-ahmad-sauqi-18743644,10 - 20 M,15 - 25 Juta,-6.285089999999967,106.82917000000003,,399,0.07798127902565,0.0662609723291947,0.04095970653290859,0.005864004174894966,0.08468073203187654,0.04341760438097797,0.06808817443850668,0.04421334168403046,0.05581055103009991,0.1051875472729975
Ampera - Cilandak Rumah Mewah Terawat dgn Swimming Pool Jalan Lebar,4,4,450,15000000000,23510972,"Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ampera-cilandak-rumah-mewah-terawat-dgn-swimming-pool-jalan-lebar-oleh-nizar-luthfi-18801964,10 - 20 M,15 - 25 Juta,-6.283199999999965,106.81926000000004,,400,0.08600127902563859,0.07428097232918329,0.03261230820027805,0.017664004174887893,0.07288073203188361,0.03539760438098938,0.05628817443851375,0.05223334168401905,0.053953938669643264,0.09338754727300458
DIJUAL RUMAH LAMA Lt 600 m2 JL GAHARU CIPETE,4,4,500,15000000000,25000000,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-lama-lt-600-m2-jl-gaharu-cipete-oleh-ino-sutrisno-18432065,10 - 20 M,15 - 25 Juta,-6.277569952084483,106.79880008418057,,401,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.020567736476999166,0.03548139778138104,0.06706320958800926,0.08004390240459802,0.06729758353804982
"DIJUAL RUMAH SECOND, SIAP HUNI, KONDISI TERAWAT AREA KEMANG TIMUR JAKARTA SELATAN .",4,4,400,15000000000,37974684,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-second-siap-huni-kondisi-terawat-area-kemang-timur-jakarta-selatan-oleh-zainab-alattas-18889963,10 - 20 M,30 Juta- Max,-6.255639999999971,106.81218000000008,,402,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560375,0.03175334168398436,0.08859393866959664,0.058747547273051204
Terbet Raya rumah siap huni lokasi strategis jalan lebar cocok untuk usaha kuliner dan komersial,4,5,237,15000000000,38759690,"Tebet raya, Tebet Raya, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-terbet-raya-rumah-siap-huni-lokasi-strategis-jalan-lebar-cocok-untuk-usaha-kuliner-dan-komersial-oleh-cecep-baskara-17141487,10 - 20 M,30 Juta- Max,-6.228505238957991,106.85517734353435,,403,0.004610825550643405,0.03403478777676572,0.05799979637600394,0.08821212884967622,0.09609625380744014,0.12600970895727137,0.06996057469889116,0.03837876289226294,0.1384026556063933,0.11839310351923249
Rumah Dijual Pondok Indah,4,5,600,15000000000,45731707,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-pondok-indah-oleh-andien-rr-18341376,10 - 20 M,30 Juta- Max,-6.268569999999953,106.78056000000004,,404,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Pondok Indah Mall,4,6,580,15000000000,46012270,"Jl Metro Pondok Indah, Kebayoran Lama, Jakarta, Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-mall-oleh-olive-dirk-18399810,10 - 20 M,30 Juta- Max,-6.26490994648305,106.78403008113804,,405,0.10294114437072466,0.09122083767426936,0.04955217354536412,0.0711839765538036,0.019360759652967907,0.037063468976833214,0.0375913952224769,0.06917320702910512,0.10747391104855897,0.039867574894088875
Cipete Utara Jakarta Selatan,4,5,422,15000000000,46875000,"Cipete Utara, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-utara-jakarta-selatan-oleh-windi-18840132,10 - 20 M,30 Juta- Max,-6.261479999999949,106.80823000000004,,406,0.07531127902562762,0.06359097232917232,0.021922308200267082,0.050414004174909266,0.04013073203186224,0.04608760438100035,0.023538174438492376,0.041543341684008084,0.08670393866966464,0.060637547272983205
For sale rumah mewah di pondok indah jakarta selatan,4,5,450,15000000000,49668874,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-rumah-mewah-di-pondok-indah-jakarta-selatan-oleh-ahmad-khalil-giraldi-18875179,10 - 20 M,30 Juta- Max,-6.268569999999953,106.78056000000004,,407,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
