nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link,harga_kategori,harga_m2_kategori,latitude,longitude,distance,nomor,TEBET,SETIA BUDI,MAMPANG PRAPATAN,PASAR MINGGU,KEBAYORAN LAMA,CILANDAK,KEBAYORAN BARU,PANCORAN,JAGAKARSA,PESANGGRAHAN
rumah baru patra kuningan,8,8,4617,300000000000,150000000,"patra, gatot subroto, kuningan, jakarta, Patra Kuningan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-patra-kuningan-oleh-agus-faisal-18938015,20 M - Max,30 Juta- Max,-6.234259999999948,106.83154000000007,,0,0.024781279025589242,0.016152205284447163,0.028607691799771295,0.05882002427344357,0.06670414923120749,0.09661760438103872,0.04056847012265852,0.03317188675636107,0.10901055103016066,0.08900099894299984
Hunian mewah 3 lantai di lengkapi Rooftop lokasi strategis di jakarta selatan,4,4,95,173000000000,2790322581,"jagakarsa, jakarta timur, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-mewah-3-lantai-di-lengkapi-rooftop-lokasi-strategis-di-jakarta-selatan-oleh-elsa-18930090,20 M - Max,30 Juta- Max,-6.334499999999935,106.81966000000006,,1,0.13690127902559546,0.12518097232914016,0.08351230820023492,0.05329997572656264,0.12458073203186704,0.06815650340206592,0.10798817443849718,0.10313334168397592,0.003109448969845552,0.145087547272988
"5 Bedrooms Rumah Kebayoran Baru, Jakarta Selatan, DKI Jakarta",5,5,914,170000000000,175983437,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-5-bedrooms-rumah-kebayoran-baru-jakarta-selatan-dki-jakarta-oleh-sarman-17985928,20 M - Max,30 Juta- Max,-6.2514699999999275,106.79754000000008,,2,0.07599127902556013,0.06427097232910484,0.024290293467081447,0.071114004174885,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637381,0.10740393866964038,0.03993754727300747
Rumah Dijual Pondok Indah,5,5,1619,110000000000,68750000,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-pondok-indah-oleh-andien-rr-18612678,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,3,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Dijual rumah pangeran antasari mewah & Elite,6,5,936,102000000000,39968652,"jl pangeran antasari, Antasari, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-pangeran-antasari-mewah-elite-oleh-suwandi-17597269,20 M - Max,30 Juta- Max,-6.261929329446686,106.8126704313298,,4,0.07132017714259575,0.05959987044614046,0.017931206317235215,0.04552424339840311,0.045020492808368395,0.05007870626403221,0.028427935214998534,0.03755223980097622,0.08181417789315848,0.06552730804948936
Dijual Rumah di Kebayoran Baru Dekat SCBD,5,5,1100,87000000000,96666667,"Kebayoran Baru, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-kebayoran-baru-dekat-scbd-oleh-clement-francis-18944487,20 M - Max,30 Juta- Max,-6.2514699999999275,106.79754000000008,,5,0.07599127902556013,0.06427097232910484,0.024290293467081447,0.071114004174885,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637381,0.10740393866964038,0.03993754727300747
Rumah Mewah Modern Classic With lift and Private Pool di Pondok Indah,10,10,1670,87000000000,73728814,"Jalan Raya Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-modern-classic-with-lift-and-private-pool-di-pondok-indah-oleh-yoni-topan-18520184,20 M - Max,30 Juta- Max,-6.308338262432955,106.79409156355305,,6,0.13630797790561822,0.12458767120916292,0.08291900708025768,0.0527066746065854,0.0728505580178842,0.016426329388083083,0.07095822875737046,0.10254004056399868,0.05398411268364267,0.09335737325900517
Dijual cepat rumah mewah permata hijau strategis bebas banjir 1650 meter bagus,5,7,1000,84999000000,51514545,"Permata Hijau, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-mewah-permata-hijau-strategis-bebas-banjir-1650-meter-bagus-oleh-kevin-tanuwidjaya-17762808,20 M - Max,30 Juta- Max,-6.2224539000587145,106.78586281229073,,7,0.07142981157985595,0.04693206009724449,0.06498358111764713,0.11180729182545068,0.032833061463096946,0.0776867842484803,0.03785511321204904,0.09065517440693949,0.14809722632020605,0.0551299111748893
Rumah Hoek Jl Patiunus,3,7,600,83000000000,69166667,"Jl. Patiunus, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-hoek-jl-patiunus-oleh-octavia-sylvie-18577620,20 M - Max,30 Juta- Max,-6.233735307945522,106.79610946276787,,8,0.059687124203364306,0.04796681750690901,0.04345552275369702,0.09027923346150057,0.031798304053432425,0.06171175920326366,0.016327054848098932,0.06912711604298938,0.12656916795625595,0.05409515376522478
Rumah Dijual Pondok Indah,3,5,1487,78000000000,78000000,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-pondok-indah-oleh-andien-rr-18364454,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,9,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Rumah dan Ruko Area Komersil di Kemang Jakarta Selatan Lokasi Strategis,10,10,1750,78000000000,30805687,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dan-ruko-area-komersil-di-kemang-jakarta-selatan-lokasi-strategis-oleh-dhenis-emanuel-18657870,20 M - Max,30 Juta- Max,-6.255639999999971,106.81218000000008,,10,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560375,0.03175334168398436,0.08859393866959664,0.058747547273051204
Rumah Bagus di Patra Kuningan Jakarta Selatan,6,8,700,75000000000,75757576,"Patra Kuningan Jakarta Selatan, Patra Kuningan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-bagus-di-patra-kuningan-jakarta-selatan-oleh-christin-sitompul-18879765,20 M - Max,30 Juta- Max,-6.2352633659723455,106.83321427450386,,11,0.024110370494201838,0.01882984576062885,0.0292786003311587,0.059490932804830976,0.06737505776259489,0.09728851291242613,0.04123937865404592,0.030494246280179382,0.10968145956154807,0.08967190747438725
Rumah Cantik Wijaya Kebayoran Baru LT700 jakarta selatan,6,8,1500,75000000000,107142857,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cantik-wijaya-kebayoran-baru-lt700-jakarta-selatan-oleh-yohanes-18616190,20 M - Max,30 Juta- Max,-6.2514699999999275,106.79754000000008,,12,0.07599127902556013,0.06427097232910484,0.024290293467081447,0.071114004174885,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637381,0.10740393866964038,0.03993754727300747
Dijual rumah mewah Pondok Indah Jakarta Selatan lokasi premium !,6,7,1050,69000000000,110400000,"Pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-pondok-indah-jakarta-selatan-lokasi-premium-oleh-ahmad-sauqi-18891105,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,13,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Rumah Tua Dekat Senopati,4,4,500,68000000000,68000000,"Jl. Tirtayasa, Senopati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-tua-dekat-senopati-oleh-winnie-18794244,20 M - Max,30 Juta- Max,-6.240906181315625,106.80631765775999,,14,0.056649802581349995,0.0449294958848947,0.0260764543914771,0.07290016509928066,0.034835625675446735,0.06474908082527797,0.008699946566897765,0.05174804768076946,0.10919009959403603,0.05713247538723909
Lamandau Jakarta Selatan,6,5,1000,68000000000,144373673,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lamandau-jakarta-selatan-oleh-winda-lubis-18920349,20 M - Max,30 Juta- Max,-6.2514699999999275,106.79754000000008,,15,0.07599127902556013,0.06427097232910484,0.024290293467081447,0.071114004174885,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637381,0.10740393866964038,0.03993754727300747
Rumah Dijual di Kebayoran Baru. Rumah Baru Mewah,4,4,1200,65000000000,135416667,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-kebayoran-baru-rumah-baru-mewah-oleh-vincent-brata-16583571,20 M - Max,30 Juta- Max,-6.263859999999966,106.77519000000008,,16,0.1107312790256012,0.09901097232914591,0.057342308200240666,0.08107400417484989,0.019245850768804473,0.04695349659787951,0.045381529877353444,0.07696334168398167,0.11736393866960526,0.029977547273042582
Permata Hijau Belakang Belleza Apartemen,6,6,1200,65000000000,82174463,"Permata Mirah, Permata Hijau, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-permata-hijau-belakang-belleza-apartemen-oleh-luzi-nadya-se-18915848,20 M - Max,30 Juta- Max,-6.225502567057573,106.78320045065227,,17,0.07104350621945432,0.05264308873455992,0.0645972757572455,0.11142098646504905,0.027122032825781517,0.07730047888807867,0.03746880785164741,0.09026886904653786,0.14771092095980443,0.04941888253757387
rumah kebayoran baru jakarta selatan dekat barito melawai wijaya,6,5,1200,65000000000,122641509,"lamandau raya, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-kebayoran-baru-jakarta-selatan-dekat-barito-melawai-wijaya-oleh-agus-faisal-18242686,20 M - Max,30 Juta- Max,-6.2424630315646885,106.79545977208932,,18,0.06906453850108818,0.057344231804632884,0.035377489813087415,0.08220120052089097,0.02242088975570855,0.05233434490553979,0.008249021907489329,0.061049083102379775,0.11849113501564634,0.044717739467500905
Pondok Indah Luxury House Siap Huni Best Deal,4,4,950,60000000000,40595399,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-luxury-house-siap-huni-best-deal-oleh-nizar-luthfi-18446204,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,19,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
"5 Bedrooms Rumah Pondok Indah, Jakarta Selatan, DKI Jakarta",5,5,1050,59000000000,94098884,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-5-bedrooms-rumah-pondok-indah-jakarta-selatan-dki-jakarta-oleh-sarman-17953828,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,20,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Dijual Harga Under Market Rumah Pondok Indah LT : 625 | LB : 1050 Rp 59 M Nego,5,5,1050,59000000000,94400000,"Jl. Pondok Indah Raya, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-harga-under-market-rumah-pondok-indah-lt-625-lb-1050-rp-59-m-nego-oleh-ikbal-j-rusli-18495845,20 M - Max,30 Juta- Max,-6.2546080824118855,106.75715596106069,,21,0.1195134003769116,0.10779309368045631,0.06612442955155107,0.10835996070232046,0.028027972120114875,0.07423945312535007,0.054163651228663845,0.08720784328380926,0.14464989519707583,0.00573112240832252
"Pondok Indah, Rumah Baru Mewah Lokasi Prime",5,5,1000,59000000000,95161290,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-rumah-baru-mewah-lokasi-prime-oleh-vincent-brata-18491860,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,22,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Pondok Indah,7,8,1000,59000000000,54883721,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-oleh-rito-armand-s-18927490,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,23,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Pondok Indah,7,5,1050,59000000000,94400000,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-oleh-winda-lubis-18920281,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,24,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Kuningan Jakarta Selatan,3,4,500,58900000000,56309751,"Patra Kuningan, Kuningan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kuningan-jakarta-selatan-oleh-novi-jusmanto-e-18211435,20 M - Max,30 Juta- Max,-6.2352633659723455,106.83321427450386,,25,0.024110370494201838,0.01882984576062885,0.0292786003311587,0.059490932804830976,0.06737505776259489,0.09728851291242613,0.04123937865404592,0.030494246280179382,0.10968145956154807,0.08967190747438725
Senopati,4,5,600,58000000000,81575246,"Mpu sendok, Senopati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-senopati-oleh-zulvi-rosli-putra-18927341,20 M - Max,30 Juta- Max,-6.230869999999925,106.80836000000004,,26,0.04457127902560476,0.032850972329149464,0.03407029346713131,0.08089400417493486,0.04691414923119197,0.0768276043810232,0.020778470122643,0.05974188675642367,0.11718393866969024,0.06921099894298433
Pondok Indah Brand New Luxury Classic Best Price,5,5,900,57000000000,91935484,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-brand-new-luxury-classic-best-price-oleh-nizar-luthfi-18066573,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,27,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Rumah Kebayoran Baru Hang Jebat iii,5,5,432,56000000000,60409924,"Hang jebat iii, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-kebayoran-baru-hang-jebat-iii-oleh-luzi-nadya-se-18680907,20 M - Max,30 Juta- Max,-6.2390500944921525,106.79491004291685,,28,0.06620133060101452,0.05448102390455922,0.03934015605808572,0.08616386676588927,0.02528409765578221,0.05519755280561345,0.012211688152487632,0.06501174934737808,0.12245380126064465,0.047580947367574566
Rumah Mewah di Kebayoran Baru,2,4,600,55000000000,53554041,"mertimbang, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-kebayoran-baru-oleh-remmi-michael-15902027,20 M - Max,30 Juta- Max,-6.232806746221947,106.79053998694616,,29,0.06432803830150569,0.05260773160505039,0.04995356029898712,0.09677727100679068,0.027157389955291045,0.0626567634298203,0.022825092393389035,0.07562515358827948,0.13306720550154605,0.0494542396670834
ampera,4,4,500,55000000000,20000000,"ampera raya, kemang, jakarta selatan, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ampera-oleh-agus-faisal-18932682,20 M - Max,15 - 25 Juta,-6.280869999999937,106.81967000000007,,30,0.08326127902557978,0.07154097232912449,0.029872308200219244,0.019584004174885372,0.07096073203188613,0.038137604381048185,0.05436817443851627,0.049493341683960246,0.055873938669640744,0.0914675472730071
"Kebayoran Baru, Rumah Bagus Lokasi Strategis",4,4,600,55000000000,53554041,"Kebayoran Baru, Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebayoran-baru-rumah-bagus-lokasi-strategis-oleh-vincent-brata-16631710,20 M - Max,30 Juta- Max,-6.23908827362647,106.7833463651656,,31,0.07780318748658654,0.06608288079013125,0.050865654675023464,0.09768936538282702,0.013682240770210186,0.06356885780585664,0.023737186769425378,0.07653724796431582,0.1339792998775824,0.03597909048200254
Rumah Lama di Jl. Bangka Raya,5,6,600,55000000000,25629077,"Jl. Bangka Raya, Bangka, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-lama-di-jl-bangka-raya-oleh-sisie-17634985,20 M - Max,25 - 30 Juta,-6.255045057664423,106.81460312976981,,32,0.06250320692033196,0.05078290022387666,0.009114236094971417,0.050475816740664925,0.04006891946610658,0.05889567648629601,0.023476361872736717,0.02932369932215373,0.0867657512354203,0.060575734707227546
Kemang Rumah Super Mewah Brand New Desain Modern Klasik,6,6,1200,55000000000,36666667,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-rumah-super-mewah-brand-new-desain-modern-klasik-oleh-nizar-luthfi-18463147,20 M - Max,30 Juta- Max,-6.255639999999971,106.81218000000008,,33,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560375,0.03175334168398436,0.08859393866959664,0.058747547273051204
"Pondok Indah, 2lt, LT/LB 1235/690m2",6,10,690,55000000000,44534413,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-2lt-lt-lb-1235-690m2-oleh-nola-18926405,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,0.11007127902563241,34,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Kebayoran baru,6,8,600,55000000000,53398058,"Kebayoran, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebayoran-baru-oleh-nelfi-tanjung-18940699,20 M - Max,30 Juta- Max,-6.2514699999999275,106.79754000000008,0.06427097232910484,35,0.07599127902556013,0.06427097232910484,0.024290293467081447,0.071114004174885,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637381,0.10740393866964038,0.03993754727300747
DIJUAL RUMAH PONDOK INDAH ~ LT/LB 1. 075/1. 000 ~ MODERN TROPICAL RESORT ~ DESIGN BY ANDRA MATIN ~ DAL,7,8,1000,55000000000,51162791,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-pondok-indah-lt-lb-1-075-1-000-modern-tropical-resort-design-by-andra-matin-dal-oleh-nia-rianto-18587942,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,0.05668230820027187,36,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Pondok Indah Luxury House Area Premium Dekat Taman Siap Huni,6,6,1400,53000000000,62352941,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-luxury-house-area-premium-dekat-taman-siap-huni-oleh-nizar-luthfi-18119689,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,0.07099400417490553,37,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
"Dijual BU Rumah 2 Lantai Furnish Bagus di Permata Hijau Bagus, ada Kolam Renang",6,6,800,52000000000,55319149,"Jl. Permata Intan, Permata Hijau, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-bu-rumah-2-lantai-furnish-bagus-di-permata-hijau-bagus-ada-kolam-renang-oleh-ellen-17131964,20 M - Max,30 Juta- Max,-6.223960566997241,106.78289326453584,0.028356846769683308,38,0.07289269239621632,0.051408274790658126,0.0664464619340075,0.11327017264181105,0.028356846769683308,0.07914966506484067,0.03931799402840941,0.09211805522329986,0.14956010713656642,0.05065369648147566
Dijual Rumah 3 Lantai di Pondok Indah,6,6,1300,52000000000,91068301,"Jakarta Selatan, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-3-lantai-di-pondok-indah-oleh-nurul-laela-roswati-s-psi-18384551,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,0.03687349659793515,39,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Mega Kuningan dijual cepat harga NJOP lokasi premium.,6,6,1500,51000000000,72033898,"Mega Kuningan Barat, Mega Kuningan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-mega-kuningan-dijual-cepat-harga-njop-lokasi-premium-oleh-cecep-baskara-17823090,20 M - Max,30 Juta- Max,-6.2300820865208735,106.82485194346481,0.038058327066465836,40,0.027291422081781924,0.015571115385326628,0.026097548743578614,0.0651899741892148,0.0641940061750148,0.09410746132484604,0.038058327066465836,0.0440378567707036,0.10650040797396798,0.08649085588680716
Rumah Tinggal di Jalan Sisingamangaraja,6,6,800,50000000000,80645161,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-tinggal-di-jalan-sisingamangaraja-oleh-akhira-wardah-dita-16495003,20 M - Max,30 Juta- Max,-6.2514699999999275,106.79754000000008,0.04996188675637381,41,0.07599127902556013,0.06427097232910484,0.024290293467081447,0.071114004174885,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637381,0.10740393866964038,0.03993754727300747
Cilandak Banting Harga Rumah Margasatwa Jauh Dibawah NJOP,8,9,5000,50000000000,6996921,"Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cilandak-banting-harga-rumah-margasatwa-jauh-dibawah-njop-oleh-nizar-luthfi-17840199,20 M - Max,0 - 10 Juta,-6.290509999999927,106.79491000000007,0.07099393866965098,42,0.11766127902557066,0.10594097232911537,0.06427230820021013,0.03470400417489561,0.055840732031875895,0.0037376043810573023,0.052311529877322904,0.08389334168395113,0.07099393866965098,0.07634754727299686
Menteng jakarta pusat,6,6,1000,49500000000,116745283,"Tanjung, Menteng, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-menteng-jakarta-pusat-oleh-machrus-18944525,20 M - Max,30 Juta- Max,-6.2873011480292496,106.83774680187562,0.11597549717787103,43,0.07161562517934073,0.07540015518929799,0.05174765643778212,0.01198567811969209,0.09546868193675007,0.04978325822728724,0.0788761243433802,0.03784768783772119,0.06217620487640918,0.11597549717787103
Pondok Indah Rumah Mewah Gaya Eropa Best Price,5,5,1400,49000000000,54626533,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-rumah-mewah-gaya-eropa-best-price-oleh-nizar-luthfi-18121785,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,44,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Rumah Strategis & Premium Jl. Sisingamangaraja,3,4,564,48000000000,58323208,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-strategis-premium-jl-sisingamangaraja-oleh-octavia-sylvie-18577495,20 M - Max,30 Juta- Max,-6.229473474951509,106.79964189624556,,45,0.051892857731663966,0.04017255103520867,0.044184922270022575,0.09100863297782613,0.039592570525132764,0.069506025674964,0.01705645436442449,0.06985651555931494,0.1272985674725815,0.06188942023692512
kebayoran baru,3,4,564,48000000000,58323208,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebayoran-baru-oleh-ristalina-18892302,20 M - Max,30 Juta- Max,-6.2514699999999275,106.79754000000008,,46,0.07599127902556013,0.06427097232910484,0.024290293467081447,0.071114004174885,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637381,0.10740393866964038,0.03993754727300747
Rumah Lux Pondok Indah siap huni,6,6,1350,48000000000,73846154,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-lux-pondok-indah-siap-huni-oleh-fenny-d-18873240,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,47,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Rumah lux pondok indah,7,7,1400,48000000000,82332762,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-lux-pondok-indah-oleh-fenny-d-16161975,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,48,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Rumah di Jual di lokasi strategis di Duren Tiga,0,10,2000,48000000000,14911463,"Duren Tiga, Duren Tiga, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-jual-di-lokasi-strategis-di-duren-tiga-oleh-febe-manurung-18371988,20 M - Max,10 - 15 Juta,-6.254309999999975,106.83306000000003,,49,0.043311279025659566,0.03772220528443082,0.01406970653291495,0.04029002427337325,0.0577907320318829,0.0780876043809684,0.041198174438513036,0.01160188675637741,0.09048055103009034,0.07829754727300386
RUMAH LUX SISINGAMANGARAJA TERMURAH,3,3,823,47000000000,83333333,"Sisingamangaraja, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-lux-sisingamangaraja-termurah-oleh-marina-evalisa-18922938,20 M - Max,30 Juta- Max,-6.229473474951509,106.79964189624556,,50,0.051892857731663966,0.04017255103520867,0.044184922270022575,0.09100863297782613,0.039592570525132764,0.069506025674964,0.01705645436442449,0.06985651555931494,0.1272985674725815,0.06188942023692512
Rumah Ruko Bekas salon Kecantikan Main road Cocok Buat usaha,4,4,690,47000000000,68017366,"jalan wijaya 1, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-ruko-bekas-salon-kecantikan-main-road-cocok-buat-usaha-oleh-dadan-18833886,20 M - Max,30 Juta- Max,-6.24518994765598,106.80793007221442,,51,0.059321154467277815,0.04760084777082252,0.02018027359669361,0.06700398430449717,0.032164273789518916,0.06207772893935015,0.006948194308904476,0.04585186688598597,0.10329391879925254,0.05446112350131127
