nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link,harga_kategori,harga_m2_kategori,latitude,longitude,nomor,TEBET,SETIA BUDI,MAMPANG PRAPATAN,PASAR MINGGU,KEBAYORAN LAMA,CILANDAK,KEBAYORAN BARU,PANCORAN,JAGAKARSA,PESANGGRAHAN,kecamatan_terdekat,kota,provinsi,negara
Kemang Dalam Rumah Mewah Siap Huni Best Deal,4,4,470,16500000000,39759036,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-dalam-rumah-mewah-siap-huni-best-deal-oleh-nizar-luthfi-18172245,10 - 20 M,30 Juta- Max,-6.255639999999971,106.81218000000008,346,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560368,0.03175334168398436,0.08859393866959664,0.0587475472730512,MAMPANG PRAPATAN,Jakarta Selatan,DKI Jakarta,Indonesia
For sale rumah mewah desain modern tropis di cipete jakarta selatan,4,5,560,16500000000,40540541,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-rumah-mewah-desain-modern-tropis-di-cipete-jakarta-selatan-oleh-ahmad-khalil-giraldi-18884648,10 - 20 M,30 Juta- Max,-6.277569952084483,106.79880008418057,347,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah Mewah dalam Townhouse 4 Kamar Tidur Private Pool di Cipete - Cilandak Jakarta Selatan,4,4,500,16500000000,41250000,"Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-dalam-townhouse-4-kamar-tidur-private-pool-di-cipete-cilandak-jakarta-selatan-oleh-iskandar-18479196,10 - 20 M,30 Juta- Max,-6.290509999999927,106.79491000000007,348,0.11766127902557065,0.10594097232911537,0.06427230820021013,0.034704004174895615,0.055840732031875895,0.0037376043810573023,0.05231152987732289,0.08389334168395113,0.07099393866965098,0.07634754727299686,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
"Dijual Cepat! !! DiJual Cepat ! !! Cipete LT 758 m2, Hrg 16. 5 Milyar Jakarta Selatan",5,5,800,16500000000,21767810,"Jalan Cipete Jakarta Selatan, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-dijual-cepat-cipete-lt-758-m2-hrg-16-5-milyar-jakarta-selatan-oleh-teddy-17150156,10 - 20 M,15 - 25 Juta,-6.253739999999938,106.79731000000004,349,0.07849127902561559,0.0667709723291603,0.025102308200255045,0.06907400417491871,0.02147073203185279,0.042907604381012376,0.01314152987736783,0.04792188675640752,0.10536393866967407,0.041977547272973766,KEBAYORAN BARU,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah Terawat di Fatmawati,5,6,414,16500000000,22790055,"Fatmawati, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-terawat-di-fatmawati-oleh-aii-dyana-18254698,10 - 20 M,15 - 25 Juta,-6.259299999999938,106.79683000000006,350,0.08453127902559743,0.07281097232914213,0.031142308200236887,0.06399400417490053,0.026550732031870968,0.03686760438103054,0.019181529877349668,0.050763341683977885,0.1002839386696559,0.04705754727299194,KEBAYORAN BARU,Jakarta Selatan,DKI Jakarta,Indonesia
"Di jual rumah mewah desain modern tropis di cipete, jakarta selatan !",5,7,560,16500000000,40841584,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-di-jual-rumah-mewah-desain-modern-tropis-di-cipete-jakarta-selatan-oleh-ahmad-sauqi-18880304,10 - 20 M,30 Juta- Max,-6.277569952084483,106.79880008418057,351,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah Modern Tropis Dengan Private Pool di Cilandak,5,5,500,16500000000,41250000,"Cilandak, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-modern-tropis-dengan-private-pool-di-cilandak-oleh-archangela-imelda-18874219,10 - 20 M,30 Juta- Max,-6.290509999999927,106.79491000000007,352,0.11766127902557065,0.10594097232911537,0.06427230820021013,0.034704004174895615,0.055840732031875895,0.0037376043810573023,0.05231152987732289,0.08389334168395113,0.07099393866965098,0.07634754727299686,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
1Park Home Gandaria,5,4,362,16500000000,82500000,"Jl. KH. Syafei Hadzami, Gandaria, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-1park-home-gandaria-oleh-haryono-wijaya-17082257,10 - 20 M,30 Juta- Max,-6.243889956382986,106.78424507695448,353,0.08170615845422535,0.06998585175777006,0.04516526012962885,0.0919889708374324,0.009779269802571378,0.05786846326046202,0.01803679222403076,0.07083685341892121,0.12827890533218778,0.03207611951436373,KEBAYORAN LAMA,Jakarta Selatan,DKI Jakarta,Indonesia
Jual Rumah Klasik Di Cipete,3,4,353,16000000000,20176545,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-klasik-di-cipete-oleh-wisnuwardana-17854965,10 - 20 M,15 - 25 Juta,-6.277569952084483,106.79880008418057,354,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
"Blok M , Kebayoran Baru",3,3,450,16000000000,62745098,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-blok-m-kebayoran-baru-oleh-dewi-18914209,10 - 20 M,30 Juta- Max,-6.2514699999999275,106.79754000000008,355,0.07599127902556012,0.06427097232910484,0.024290293467081447,0.07111400417488499,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637382,0.10740393866964038,0.03993754727300747,KEBAYORAN BARU,Jakarta Selatan,DKI Jakarta,Indonesia
1 Park Homes Gandaria Jakarta Selatan,3,3,362,16000000000,80000000,"Gandaria, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-1-park-homes-gandaria-jakarta-selatan-oleh-randi-cavinus-17694095,10 - 20 M,30 Juta- Max,-6.2478099999999595,106.79001000000004,356,0.07986127902563744,0.06814097232918215,0.0354802934670948,0.08230400417489836,0.011624149231159286,0.048183496597927984,0.014511529877389684,0.061151886756387164,0.11859393866965373,0.033920998942951634,KEBAYORAN LAMA,Jakarta Selatan,DKI Jakarta,Indonesia
1 Park Homes Gandaria,3,3,362,16000000000,80000000,"Gandaria, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-1-park-homes-gandaria-oleh-randi-c-17726298,10 - 20 M,30 Juta- Max,-6.2478099999999595,106.79001000000004,357,0.07986127902563744,0.06814097232918215,0.0354802934670948,0.08230400417489836,0.011624149231159286,0.048183496597927984,0.014511529877389684,0.061151886756387164,0.11859393866965373,0.033920998942951634,KEBAYORAN LAMA,Jakarta Selatan,DKI Jakarta,Indonesia
"Design rumah yang elegance, unik & kokoh, Halaman yang luas",4,4,330,16000000000,9395185,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-design-rumah-yang-elegance-unik-kokoh-halaman-yang-luas-oleh-christine-18427466,10 - 20 M,0 - 10 Juta,-6.334499999999935,106.81966000000006,358,0.13690127902559546,0.12518097232914016,0.08351230820023492,0.053299975726562636,0.12458073203186705,0.06815650340206593,0.10798817443849718,0.10313334168397592,0.003109448969845552,0.145087547272988,JAGAKARSA,Jakarta Selatan,DKI Jakarta,Indonesia
Dijual rumah di jagakarsa LT 1703m,4,4,330,16000000000,9395185,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-jagakarsa-lt-1703m-oleh-dewi-sabina-18409807,10 - 20 M,0 - 10 Juta,-6.334499999999935,106.81966000000006,359,0.13690127902559546,0.12518097232914016,0.08351230820023492,0.053299975726562636,0.12458073203186705,0.06815650340206593,0.10798817443849718,0.10313334168397592,0.003109448969845552,0.145087547272988,JAGAKARSA,Jakarta Selatan,DKI Jakarta,Indonesia
Dijual Rumah Lokasi Jagakarsa Jakarta Selatan,4,4,350,16000000000,9395185,"Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-lokasi-jagakarsa-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-17871754,10 - 20 M,0 - 10 Juta,-6.334499999999935,106.81966000000006,360,0.13690127902559546,0.12518097232914016,0.08351230820023492,0.053299975726562636,0.12458073203186705,0.06815650340206593,0.10798817443849718,0.10313334168397592,0.003109448969845552,0.145087547272988,JAGAKARSA,Jakarta Selatan,DKI Jakarta,Indonesia
Jual Rumah Tropis Jagakarsa,4,4,330,16000000000,9395185,"Cipedak, Cipedak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-tropis-jagakarsa-oleh-ria-yuliantini-18802843,10 - 20 M,0 - 10 Juta,-6.350279999999943,106.80170000000004,361,0.17064127902561846,0.15892097232916313,0.1172523082002579,0.08703997572658563,0.1224007320318572,0.06597650340205607,0.10580817443848732,0.1368733416839989,0.036849448969868526,0.14290754727297816,JAGAKARSA,Jakarta Selatan,DKI Jakarta,Indonesia
Jual Rumah Tropis Jagakarsa,4,4,330,16000000000,9395185,"Cipedak Jagakarsa Jakarta Selatan, Cipedak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-tropis-jagakarsa-oleh-ria-yuliantini-18789473,10 - 20 M,0 - 10 Juta,-6.350279999999943,106.80170000000004,362,0.17064127902561846,0.15892097232916313,0.1172523082002579,0.08703997572658563,0.1224007320318572,0.06597650340205607,0.10580817443848732,0.1368733416839989,0.036849448969868526,0.14290754727297816,JAGAKARSA,Jakarta Selatan,DKI Jakarta,Indonesia
"Dijual Rumah Elegance, Unik dan Kokoh di Cipedak Jakarta Selatan",4,4,330,16000000000,9395185,"Jakarta Selatan, Cipedak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-elegance-unik-dan-kokoh-di-cipedak-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-18409815,10 - 20 M,0 - 10 Juta,-6.253739999999938,106.79731000000004,363,0.07849127902561559,0.0667709723291603,0.025102308200255045,0.06907400417491871,0.02147073203185279,0.042907604381012376,0.01314152987736783,0.04792188675640752,0.10536393866967407,0.041977547272973766,KEBAYORAN BARU,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah Kaffi Cipedak,4,4,350,16000000000,9406232,"Jl. Muh. Kaffi, Cipedak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-kaffi-cipedak-oleh-elly-susanto-17693070,10 - 20 M,0 - 10 Juta,-6.350279999999943,106.80170000000004,364,0.17064127902561846,0.15892097232916313,0.1172523082002579,0.08703997572658563,0.1224007320318572,0.06597650340205607,0.10580817443848732,0.1368733416839989,0.036849448969868526,0.14290754727297816,JAGAKARSA,Jakarta Selatan,DKI Jakarta,Indonesia
Pejaten Barat Harga Miring Rumah Spek Mewah & Jalan Lebar Tinggal Perapian,4,5,600,16000000000,16528926,"Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pejaten-barat-harga-miring-rumah-spek-mewah-jalan-lebar-tinggal-perapian-oleh-nizar-luthfi-18646089,10 - 20 M,15 - 25 Juta,-6.267599289576907,106.82680020717164,365,0.06286036143097906,0.051140054734523765,0.02109920328145876,0.0257245074263448,0.0648202287804267,0.0585385219756489,0.048227671187056835,0.029092424089359525,0.07093146862477084,0.08532704402154767,MAMPANG PRAPATAN,Jakarta Selatan,DKI Jakarta,Indonesia
Cipete Dalam Komplek Elit Bangunan Kokoh & Layak Huni,4,4,385,16000000000,20565553,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-dalam-komplek-elit-bangunan-kokoh-layak-huni-oleh-nizar-luthfi-18442001,10 - 20 M,15 - 25 Juta,-6.277569952084483,106.79880008418057,366,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
cipete,4,5,450,16000000000,42216359,"cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-oleh-dedy-faazli-18777610,10 - 20 M,30 Juta- Max,-6.277569952084483,106.79880008418057,367,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah Pondok Indah,4,4,450,16000000000,52631579,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pondok-indah-oleh-yanti-18639025,10 - 20 M,30 Juta- Max,-6.2685699999999525,106.78056000000004,368,0.1100712790256324,0.09835097232917712,0.056682308200271876,0.07099400417490552,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694,KEBAYORAN LAMA,Jakarta Selatan,DKI Jakarta,Indonesia
"Dijual Rumah Mewah di Permata Hijau, Jakarta Selatan",4,4,600,16000000000,53333333,"Permata Hijau Jakarta Selatan, Permata Hijau, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-permata-hijau-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-17733915,10 - 20 M,30 Juta- Max,-6.2224539000587145,106.78586281229073,369,0.07142981157985595,0.04693206009724449,0.06498358111764713,0.11180729182545067,0.032833061463096946,0.0776867842484803,0.03785511321204904,0.09065517440693947,0.14809722632020605,0.0551299111748893,KEBAYORAN LAMA,Jakarta Selatan,DKI Jakarta,Indonesia
Kemang - Ampera Dalam Komplek Elite,5,5,660,16000000000,23880597,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-ampera-dalam-komplek-elite-oleh-helmi-10305266,10 - 20 M,15 - 25 Juta,-6.255639999999971,106.81218000000008,370,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560368,0.03175334168398436,0.08859393866959664,0.0587475472730512,MAMPANG PRAPATAN,Jakarta Selatan,DKI Jakarta,Indonesia
Jl. Kenanga ~ Mewah ~ Area Tenang,5,5,660,16000000000,23880597,"Jl. Kenanga, Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jl-kenanga-mewah-area-tenang-oleh-helmi-17650246,10 - 20 M,15 - 25 Juta,-6.276832147714274,106.7717020685783,371,0.12719135816168325,0.11547105146522794,0.07380238733632273,0.0715897878823144,0.035705929904886524,0.03746928030534402,0.0618416090134355,0.09342342082006372,0.10787972237706978,0.03946176356557807,KEBAYORAN LAMA,Jakarta Selatan,DKI Jakarta,Indonesia
Cipete,5,5,389,16000000000,53511706,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-oleh-ferdy-18701930,10 - 20 M,30 Juta- Max,-6.277569952084483,106.79880008418057,372,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Kemang Bebas Banjir Hunian Nyaman & Tenang bangunan bagus,6,8,500,16000000000,22662890,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-bebas-banjir-hunian-nyaman-tenang-bangunan-bagus-oleh-nizar-luthfi-18555125,10 - 20 M,15 - 25 Juta,-6.255639999999971,106.81218000000008,373,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560368,0.03175334168398436,0.08859393866959664,0.0587475472730512,MAMPANG PRAPATAN,Jakarta Selatan,DKI Jakarta,Indonesia
Perumahan,8,8,450,16000000000,10000000,"WR Supratman kp Utan, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-perumahan-oleh-dede-18182533,10 - 20 M,0 - 10 Juta,-6.257169999999974,106.76392000000004,374,0.11531127902564807,0.1035909723291928,0.06192230820028755,0.09903400417488052,0.02382585076885136,0.06491349659791013,0.04996152987740032,0.08154334168402855,0.13532393866963588,0.012017547273011964,PESANGGRAHAN,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah Mewah Lokasi Strategis ada Kolam Renang Dekat Pondok Indah,8,10,1000,16000000000,20000000,"Tanah Kusir, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-lokasi-strategis-ada-kolam-renang-dekat-pondok-indah-oleh-dhenis-emanuel-18699451,10 - 20 M,15 - 25 Juta,-6.2593249586687065,106.78379509448251,375,0.09759114321190854,0.08587083651545324,0.044202172386548,0.0770039510236753,0.013540785183096204,0.042883443446704916,0.032241394063660785,0.063823205870289,0.11329388551843067,0.034047600424217166,KEBAYORAN LAMA,Jakarta Selatan,DKI Jakarta,Indonesia
Cipete,8,7,800,16000000000,21108179,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-oleh-dedy-faazli-18874673,10 - 20 M,15 - 25 Juta,-6.277569952084483,106.79880008418057,376,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Dijual Kost-kostan Elite 3 Lantai di Daerah Fatmawati Jakarta Selatan,0,10,450,16000000000,50632911,"Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-kost-kostan-elite-3-lantai-di-daerah-fatmawati-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-18764077,10 - 20 M,30 Juta- Max,-6.264667520456389,106.79694262501141,377,0.08978617447069404,0.07806586777423874,0.0363972036453335,0.05851385870709525,0.032030877499676265,0.03161270893593393,0.024436425322446283,0.0560182371290745,0.09480379320185063,0.052537692740797226,KEBAYORAN BARU,Jakarta Selatan,DKI Jakarta,Indonesia
"Turun Harga! !! !! , Rumah Strategis di Tebet Utara Cocok untuk Perumahan , Tempat Usaha atau Kantor",3,4,300,15600000000,24261275,"Jl. Tebet Utara, Tebet Utara, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-turun-harga-rumah-strategis-di-tebet-utara-cocok-untuk-perumahan-tempat-usaha-atau-kantor-oleh-korinof-dasir-18877060,10 - 20 M,15 - 25 Juta,-6.2261965430573945,106.85730099121687,378,0.009043169133764016,0.033849739558692526,0.06243213995912456,0.09264447243279683,0.10052859739056076,0.13044205254039198,0.07439291828201178,0.04281110647538355,0.14283499918951392,0.1228254471023531,TEBET,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah di Area Kemang,3,5,650,15500000000,16012397,"Kemang, Jakarta Selatan, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-area-kemang-oleh-novi-jusmanto-e-17440337,10 - 20 M,15 - 25 Juta,-6.260889999999961,106.81305000000003,379,0.06990127902564414,0.05818097232918884,0.0165123082002836,0.046184004174902434,0.04436073203186909,0.05149760438098383,0.027768174438499216,0.0361333416840246,0.0824739386696578,0.06486754727299003,MAMPANG PRAPATAN,Jakarta Selatan,DKI Jakarta,Indonesia
"Cipete, Rumah Cantik Satu Lantai Hadap Timur",3,4,350,15500000000,24603175,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-rumah-cantik-satu-lantai-hadap-timur-oleh-nina-ika-dewandari-18304265,10 - 20 M,15 - 25 Juta,-6.277569952084483,106.79880008418057,380,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
"Turun harga, rumah tua jalan dekat Majestik, Kebayoran Baru",3,4,180,15500000000,44285714,"Hangjebat, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-turun-harga-rumah-tua-jalan-dekat-majestik-kebayoran-baru-oleh-chandra-sidik-18174402,10 - 20 M,30 Juta- Max,-6.2514699999999275,106.79754000000008,381,0.07599127902556012,0.06427097232910484,0.024290293467081447,0.07111400417488499,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637382,0.10740393866964038,0.03993754727300747,KEBAYORAN BARU,Jakarta Selatan,DKI Jakarta,Indonesia
asoka townhouse,4,4,750,15500000000,38750000,"mimosa, buncit, pejaten, pasar minggu, Buncit, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-asoka-townhouse-oleh-agus-faisal-18398517,10 - 20 M,30 Juta- Max,-6.272759814360826,106.83244179390408,382,0.06237929948246013,0.05555381354933076,0.031901314797814884,0.021222003816572688,0.07562234029678283,0.05901958392416784,0.05902978270341298,0.028611362140840587,0.07141253057328978,0.0961291555379038,PASAR MINGGU,Jakarta Selatan,DKI Jakarta,Indonesia
Akses Kebayoran Kemang Rumah Mewah Private Pool di Cipete Selatan Jakarta,4,5,389,15500000000,51839465,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-akses-kebayoran-kemang-rumah-mewah-private-pool-di-cipete-selatan-jakarta-oleh-asrila-18944105,10 - 20 M,30 Juta- Max,-6.277569952084483,106.79880008418057,383,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Dijual rumah mewah di kawasan premium admiralty  dekat dengan Mall one bell park Fatmawati Jakarta s,6,5,400,15500000000,25833333,"Fatmawati, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-kawasan-premium-admiralty-dekat-dengan-mall-one-bell-park-fatmawati-jakarta-s-oleh-ahmad-sauqi-18846433,10 - 20 M,25 - 30 Juta,-6.259299999999938,106.79683000000006,384,0.08453127902559743,0.07281097232914213,0.031142308200236887,0.06399400417490053,0.026550732031870968,0.03686760438103054,0.019181529877349668,0.050763341683977885,0.1002839386696559,0.04705754727299194,KEBAYORAN BARU,Jakarta Selatan,DKI Jakarta,Indonesia
Dijual rumah mewah 2 lantai terletak di kawasan premium admiralty  dekat dengan Mall one bell park F,6,5,400,15500000000,25833333,"Fatmawati, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-2-lantai-terletak-di-kawasan-premium-admiralty-dekat-dengan-mall-one-bell-park-f-oleh-ahmad-sauqi-18932226,10 - 20 M,25 - 30 Juta,-6.259299999999938,106.79683000000006,385,0.08453127902559743,0.07281097232914213,0.031142308200236887,0.06399400417490053,0.026550732031870968,0.03686760438103054,0.019181529877349668,0.050763341683977885,0.1002839386696559,0.04705754727299194,KEBAYORAN BARU,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah Terawat dan Nyaman,0,3,250,15500000000,48437500,"Panglima Polim, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-terawat-dan-nyaman-oleh-novi-jusmanto-e-16470649,10 - 20 M,30 Juta- Max,-6.241739956308969,106.79888004753685,386,0.06492118779782974,0.053200881101374435,0.032680289621268344,0.0795040003290719,0.026564240458966992,0.05647769560879822,0.005551821715670258,0.0583518829105607,0.11579393482382727,0.04886109017075935,KEBAYORAN BARU,Jakarta Selatan,DKI Jakarta,Indonesia
Ampera Rumah Bagus Nuansa Bali,2,3,600,15000000000,15856237,"Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ampera-rumah-bagus-nuansa-bali-oleh-irena-saptari-18819875,10 - 20 M,15 - 25 Juta,-6.283199999999965,106.81926000000004,387,0.08600127902563859,0.07428097232918329,0.03261230820027805,0.01766400417488789,0.07288073203188361,0.03539760438098938,0.05628817443851375,0.05223334168401905,0.053953938669643264,0.09338754727300458,PASAR MINGGU,Jakarta Selatan,DKI Jakarta,Indonesia
LEBAK BULUS  -  HARGA MURAH - RUMAH HALAMAN LUAS,3,4,600,15000000000,10000000,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-harga-murah-rumah-halaman-luas-oleh-anna-17073252,10 - 20 M,0 - 10 Juta,-6.300079999999981,106.77930000000003,388,0.1428412790256619,0.1311209723292066,0.08945230820030138,0.05923997572662909,0.05135585076886517,0.021442395619033938,0.07749152987741413,0.10907334168404237,0.07703393866963547,0.07030754727301236,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Lebak bulus rumah asri & cantik fasilitas lengkap dengan harga menarik & siap huni,3,4,550,15000000000,13888889,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-rumah-asri-cantik-fasilitas-lengkap-dengan-harga-menarik-siap-huni-oleh-nizar-luthfi-18106791,10 - 20 M,10 - 15 Juta,-6.300079999999981,106.77930000000003,389,0.1428412790256619,0.1311209723292066,0.08945230820030138,0.05923997572662909,0.05135585076886517,0.021442395619033938,0.07749152987741413,0.10907334168404237,0.07703393866963547,0.07030754727301236,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah Dijual Kavling polri Cilandak Jakarta Selatan,3,5,425,15000000000,15000000,"Kavling Polri Cilandak, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-kavling-polri-cilandak-jakarta-selatan-oleh-windi-17343140,10 - 20 M,10 - 15 Juta,-6.290509999999927,106.79491000000007,390,0.11766127902557065,0.10594097232911537,0.06427230820021013,0.034704004174895615,0.055840732031875895,0.0037376043810573023,0.05231152987732289,0.08389334168395113,0.07099393866965098,0.07634754727299686,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Kemang Hitung Tanah Termurah hanya 18jt/m² Nego,3,4,270,15000000000,18159806,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-hitung-tanah-termurah-hanya-18jt-m-nego-oleh-nizar-luthfi-18443584,10 - 20 M,15 - 25 Juta,-6.255639999999971,106.81218000000008,391,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560368,0.03175334168398436,0.08859393866959664,0.0587475472730512,MAMPANG PRAPATAN,Jakarta Selatan,DKI Jakarta,Indonesia
