nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link,harga_kategori,harga_m2_kategori,latitude,longitude,nomor,TEBET,SETIA BUDI,MAMPANG PRAPATAN,PASAR MINGGU,KEBAYORAN LAMA,CILANDAK,KEBAYORAN BARU,PANCORAN,JAGAKARSA,PESANGGRAHAN,kecamatan_terdekat,kota,provinsi,negara
NEW TOWNHOUSE PRECIUM SIMATUPANG,3,4,246,7500000000,55147059,"Jl jeruk purut raya, Tb. Simatupang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-new-townhouse-precium-simatupang-oleh-m-tri-prabowo-18899385,5 - 10 M,30 Juta- Max,-6.282140003290085,106.8105029929235,778,0.09369828939229753,0.08197798269584222,0.04030931856693698,0.027481007961307924,0.06306372824546358,0.02770059401433045,0.04647117065209372,0.059930352050677975,0.0637709424560633,0.08357054348658455,PASAR MINGGU,Jakarta Selatan,DKI Jakarta,Indonesia
Brandnew High Quality Kebayoran Baru area strategis,3,3,250,7500000000,70093458,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-brandnew-high-quality-kebayoran-baru-area-strategis-oleh-ike-juliastuti-16893764,5 - 10 M,30 Juta- Max,-6.2514699999999275,106.79754000000008,779,0.07599127902556012,0.06427097232910484,0.024290293467081447,0.07111400417488499,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637382,0.10740393866964038,0.03993754727300747,KEBAYORAN BARU,Jakarta Selatan,DKI Jakarta,Indonesia
"JATI PADANG, DIJUAL CEPAT RUMAH CANTIK SIAP HUNI FULL RENOV",4,4,550,7500000000,23219814,"Jati Padang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jati-padang-dijual-cepat-rumah-cantik-siap-huni-full-renov-oleh-dian-damayanti-18677800,5 - 10 M,15 - 25 Juta,-6.285089999999967,106.82917000000003,780,0.07798127902565,0.0662609723291947,0.04095970653290859,0.005864004174894966,0.08468073203187654,0.04341760438097797,0.06808817443850668,0.04421334168403046,0.055810551030099916,0.1051875472729975,PASAR MINGGU,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah Dijual Lokasi Pasar Minggu Harga Nego,4,4,550,7500000000,23219814,"Cilandak, Pasar Minggu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-lokasi-pasar-minggu-harga-nego-oleh-raharja-hadi-bastari-18601483,5 - 10 M,15 - 25 Juta,-6.2926499999999805,106.82791000000007,781,0.08680127902562251,0.07508097232916723,0.0472597065329623,0.003199975726589699,0.09098073203193023,0.03459760438100545,0.07438817443856037,0.05303334168400298,0.04699055103012738,0.1114875472730512,PASAR MINGGU,Jakarta Selatan,DKI Jakarta,Indonesia
Townhouse ASRI lokasi CILANDAK,4,4,500,7500000000,25000000,"Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-townhouse-asri-lokasi-cilandak-oleh-junaedi-abdullah-17415532,5 - 10 M,15 - 25 Juta,-6.290509999999927,106.79491000000007,782,0.11766127902557065,0.10594097232911537,0.06427230820021013,0.034704004174895615,0.055840732031875895,0.0037376043810573023,0.05231152987732289,0.08389334168395113,0.07099393866965098,0.07634754727299686,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Cipete,4,4,275,7500000000,46012270,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-oleh-ferdy-18770764,5 - 10 M,30 Juta- Max,-6.277569952084483,106.79880008418057,783,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
"4 Bedrooms Rumah Cipete, Jakarta Selatan, DKI Jakarta",4,4,396,7500000000,48701299,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-cipete-jakarta-selatan-dki-jakarta-oleh-elly-maria-18917721,5 - 10 M,30 Juta- Max,-6.277569952084483,106.79880008418057,784,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Luxurious american rasamala menteng dalam tebet,5,7,500,7500000000,11664075,"Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-luxurious-american-rasamala-menteng-dalam-tebet-oleh-luzi-nadya-se-17926318,5 - 10 M,10 - 15 Juta,-6.229389999999968,106.84971000000007,785,0.0017412790256106092,0.029452205284464125,0.05164769179974993,0.0818600242734222,0.08974414923118612,0.11965760438101734,0.06360847012263715,0.032026658316008934,0.1320505510301393,0.11204099894297848,TEBET,Jakarta Selatan,DKI Jakarta,Indonesia
DIJUAL RUMAH LAMA 330 m2 CIPETE,4,4,200,7400000000,22424242,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-lama-330-m2-cipete-oleh-ino-sutrisno-18357285,5 - 10 M,15 - 25 Juta,-6.277569952084483,106.79880008418057,786,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
"CIPETE, DIJUAL CEPAT RUMAH LAMA HARGA MENARIK",2,3,200,7300000000,22121212,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-dijual-cepat-rumah-lama-harga-menarik-oleh-dian-damayanti-18355172,5 - 10 M,15 - 25 Juta,-6.277569952084483,106.79880008418057,787,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Kebagusan,3,6,200,7300000000,9419355,"Kebagusan 1, Kebagusan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebagusan-oleh-nelfi-tanjung-18897056,5 - 10 M,0 - 10 Juta,-6.300488968424277,106.82798053277212,788,0.09456971467787678,0.08284940798142149,0.05516920772930156,0.010968411378843971,0.09889023322826952,0.04246600459846839,0.08229767563489965,0.06080177733625725,0.03922211537787312,0.11939704846939048,PASAR MINGGU,Jakarta Selatan,DKI Jakarta,Indonesia
bona vista,3,4,270,7300000000,26353791,"jalan bona vista raya, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bona-vista-oleh-agus-faisal-18866900,5 - 10 M,25 - 30 Juta,-6.300451023722973,106.78444589842778,789,0.1380664043209121,0.1263460976244568,0.08467743349555157,0.054465101021879285,0.05531765418262502,0.01666752091428414,0.07271665517266435,0.10429846697929256,0.07151701651890185,0.07582446942374599,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah Lokasi Bagus Harga Bagus,3,5,200,7300000000,27238806,"Tebet Barat, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-lokasi-bagus-harga-bagus-oleh-dan-tagore-18355807,5 - 10 M,25 - 30 Juta,-6.241309999999943,106.84742000000006,790,0.015951279025602002,0.039082205284422855,0.03743769179975853,0.06765002427343081,0.07553414923119472,0.10544760438102596,0.04939847012264576,0.01781665831601753,0.1178405510301479,0.09783099894298708,TEBET,Jakarta Selatan,DKI Jakarta,Indonesia
House for sale di cilandak dekat kemang jakarta selatan !,3,4,245,7300000000,35265700,"Cilandak dekat kemang, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-house-for-sale-di-cilandak-dekat-kemang-jakarta-selatan-oleh-ahmad-sauqi-18773432,5 - 10 M,30 Juta- Max,-6.290509999999927,106.79491000000007,791,0.11766127902557065,0.10594097232911537,0.06427230820021013,0.034704004174895615,0.055840732031875895,0.0037376043810573023,0.05231152987732289,0.08389334168395113,0.07099393866965098,0.07634754727299686,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
"Kemang Timur rumah brand new  dalam cluster, one gate, lingkungan tenang, lokasi strategis,",3,3,220,7300000000,35436893,"Kemang timur, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-timur-rumah-brand-new-dalam-cluster-one-gate-lingkungan-tenang-lokasi-strategis-oleh-cecep-baskara-16759307,5 - 10 M,30 Juta- Max,-6.265699999999981,106.82380000000006,792,0.06396127902563452,0.052240972329179236,0.016199706532951552,0.030624004174852008,0.0599207320319195,0.057437604380993434,0.04332817443854964,0.030193341684014996,0.06983055103011537,0.08042754727304048,MAMPANG PRAPATAN,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah tinggal,4,4,260,7300000000,28515625,"Di jual rumah di tebet, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-tinggal-oleh-ismail-salim-18722019,5 - 10 M,25 - 30 Juta,-6.226899999999943,106.85483000000004,793,0.005868720974376629,0.032082205284401866,0.05925769179973716,0.08947002427340944,0.09735414923117336,0.1272676043810046,0.07121847012262439,0.03963665831599617,0.13966055103012653,0.11965099894296573,TEBET,Jakarta Selatan,DKI Jakarta,Indonesia
Last unit! Hunian LUX Private Pool BONA INDAH LEBAK BULUS,5,6,350,7300000000,26353791,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-last-unit-hunian-lux-private-pool-bona-indah-lebak-bulus-oleh-junaedi-abdullah-17558286,5 - 10 M,25 - 30 Juta,-6.300079999999981,106.77930000000003,794,0.1428412790256619,0.1311209723292066,0.08945230820030138,0.05923997572662909,0.05135585076886517,0.021442395619033938,0.07749152987741413,0.10907334168404237,0.07703393866963547,0.07030754727301236,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Unit terakhir! Hunian Mewah Area Premium Lebak Bulus,6,6,350,7300000000,26353791,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-unit-terakhir-hunian-mewah-area-premium-lebak-bulus-oleh-junaedi-abdullah-17729066,5 - 10 M,25 - 30 Juta,-6.300079999999981,106.77930000000003,795,0.1428412790256619,0.1311209723292066,0.08945230820030138,0.05923997572662909,0.05135585076886517,0.021442395619033938,0.07749152987741413,0.10907334168404237,0.07703393866963547,0.07030754727301236,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah Mewah Private pool Dekat Tol TB Simatupang dan MRT Lebak Bulus,6,6,350,7300000000,26353791,"Jln Raya Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-private-pool-dekat-tol-tb-simatupang-dan-mrt-lebak-bulus-oleh-syarifudin-18815382,5 - 10 M,25 - 30 Juta,-6.296958393161278,106.77351739733446,796,0.14550227485253409,0.1337819681560788,0.09211330402717356,0.06190097155350127,0.05401684659573736,0.02410339144590612,0.08015252570428633,0.11173433751091456,0.08593814817391543,0.06140333776873241,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
RUMAH MEWAH DIKAWASAN ELITE LEBAK BULUS ADA KOLAM RENANG (Indent),0,0,277,7300000000,27037037,"Jl.Bona, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-dikawasan-elite-lebak-bulus-ada-kolam-renang-indent-oleh-mamen-sulivan-18845226,5 - 10 M,25 - 30 Juta,-6.300079999999981,106.77930000000003,797,0.1428412790256619,0.1311209723292066,0.08945230820030138,0.05923997572662909,0.05135585076886517,0.021442395619033938,0.07749152987741413,0.10907334168404237,0.07703393866963547,0.07030754727301236,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
"Rumah tinggal, mewah",0,4,300,7300000000,28515625,"Rumah tinggal, mewah, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-tinggal-mewah-oleh-evy-darmawan-18934334,5 - 10 M,25 - 30 Juta,-6.229389999999968,106.84971000000007,798,0.0017412790256106092,0.029452205284464125,0.05164769179974993,0.0818600242734222,0.08974414923118612,0.11965760438101734,0.06360847012263715,0.032026658316008934,0.1320505510301393,0.11204099894297848,TEBET,Jakarta Selatan,DKI Jakarta,Indonesia
"3 Bedrooms Rumah Pondok Indah, Jakarta Selatan, DKI Jakarta",2,3,100,7250000000,31521739,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-3-bedrooms-rumah-pondok-indah-jakarta-selatan-dki-jakarta-oleh-simon-jie-18376788,5 - 10 M,30 Juta- Max,-6.2685699999999525,106.78056000000004,799,0.1100712790256324,0.09835097232917712,0.056682308200271876,0.07099400417490552,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694,KEBAYORAN LAMA,Jakarta Selatan,DKI Jakarta,Indonesia
Jual Cepat Murah Rumah Asri Siap Huni Di Pondok Indah,2,4,100,7200000000,31304348,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-murah-rumah-asri-siap-huni-di-pondok-indah-oleh-fathia-thalib-s-i-kom-18426176,5 - 10 M,30 Juta- Max,-6.2685699999999525,106.78056000000004,800,0.1100712790256324,0.09835097232917712,0.056682308200271876,0.07099400417490552,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694,KEBAYORAN LAMA,Jakarta Selatan,DKI Jakarta,Indonesia
PEJATEN BARAT - Komplek Villa Pejaten Mas,5,5,422,7200000000,17061611,"Komplek Villa Pejaten Mas - Pejaten Barat, Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pejaten-barat-komplek-villa-pejaten-mas-oleh-abdurrahman-siddiq-18371116,5 - 10 M,15 - 25 Juta,-6.270279999999957,106.83784000000007,801,0.05450127902560187,0.05847220528445174,0.03481970653293587,0.02910002427343095,0.07854073203190381,0.0668976043810261,0.06194817443853395,0.02073334168398233,0.07929055103014804,0.09904754727302477,PANCORAN,Jakarta Selatan,DKI Jakarta,Indonesia
"Rumah 2 Lantai hadap Timur di Pejaten Barat Jakarta Selatan, MURAH ! !!",0,4,350,7200000000,16143498,"Jl. Siaga Raya, Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-hadap-timur-di-pejaten-barat-jakarta-selatan-murah-oleh-korinof-dasir-18853034,5 - 10 M,15 - 25 Juta,-6.266805550232035,106.8370368131226,802,0.051830016135156136,0.05419456863905303,0.030542069887537163,0.03177128716387667,0.0742630953865051,0.06956886727147182,0.05767053779313525,0.01806207879353661,0.08196181392059376,0.09476991062762607,PANCORAN,Jakarta Selatan,DKI Jakarta,Indonesia
Dijual Rumah Minimalis dilengkapi S. Pool di Cipete Jakarta Selatan,3,4,250,7100000000,25818182,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-minimalis-dilengkapi-s-pool-di-cipete-jakarta-selatan-oleh-zainab-alattas-18655717,5 - 10 M,25 - 30 Juta,-6.277569952084483,106.79880008418057,803,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
jual rumah jakarta selatan,4,4,246,7042000000,51028986,"Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-jakarta-selatan-oleh-webi-18683075,5 - 10 M,30 Juta- Max,-6.283199999999965,106.81926000000004,804,0.08600127902563859,0.07428097232918329,0.03261230820027805,0.01766400417488789,0.07288073203188361,0.03539760438098938,0.05628817443851375,0.05223334168401905,0.053953938669643264,0.09338754727300458,PASAR MINGGU,Jakarta Selatan,DKI Jakarta,Indonesia
"Dijual rumah Anggrek Lestari Indah Lebak bulus, Cilandak",1,1,300,7000000000,22222222,"Jl. Anggrek Lestari Indah blok M, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-anggrek-lestari-indah-lebak-bulus-cilandak-oleh-lulu-18762231,5 - 10 M,15 - 25 Juta,-6.295374395103361,106.77776094769912,805,0.1396747264299556,0.1279544197335003,0.08628575560459506,0.056073423130922784,0.04818929817315887,0.01827584302332763,0.07432497728170784,0.10590678908833606,0.08327859586716801,0.06406289007547983,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Di Jual Rumah Jati Padang dekat Kantor Simatupang,2,4,274,7000000000,33333333,"Jl Jati Padang Raya no. 8 B, Jati Padang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-di-jual-rumah-jati-padang-dekat-kantor-simatupang-oleh-iswandri-marsid-15989883,5 - 10 M,30 Juta- Max,-6.292909987407228,106.8288699941844,806,0.08610127224854214,0.07438096555208684,0.04847968812453729,0.002499968949509324,0.09220071362350524,0.035776484993704116,0.07560815603013538,0.0523333349069226,0.04769055780720777,0.1127075288646262,PASAR MINGGU,Jakarta Selatan,DKI Jakarta,Indonesia
Dijual Rumah Di Poltangan Raya- Pasar Minggu Lokasi Strategis Dan Akses Kendaraan Mudah,3,5,500,7000000000,9985735,"Jl Poltangan Pasar Minggu, Pasar Minggu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-poltangan-raya-pasar-minggu-lokasi-strategis-dan-akses-kendaraan-mudah-oleh-harapan-sinaga-18343733,5 - 10 M,0 - 10 Juta,-6.294054976335751,106.84450010622132,807,0.0716161491401488,0.08890728784149271,0.06525478908997684,0.018431078382173283,0.1089758145889448,0.05255158595914367,0.09238325699557492,0.03958319580068448,0.06217568091560111,0.12948262983006575,PASAR MINGGU,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah 2 Lantai Furnished Siap Huni Pejaten Samali Ujung,3,3,400,7000000000,15555556,"Samali Ujung Pejaten Jakarta Selatan, Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-furnished-siap-huni-pejaten-samali-ujung-oleh-christin-sitompul-18669521,5 - 10 M,15 - 25 Juta,-6.253739999999938,106.79731000000004,808,0.07849127902561559,0.0667709723291603,0.025102308200255045,0.06907400417491871,0.02147073203185279,0.042907604381012376,0.01314152987736783,0.04792188675640752,0.10536393866967407,0.041977547272973766,KEBAYORAN BARU,Jakarta Selatan,DKI Jakarta,Indonesia
Dijual Rumah dalam komplek lokasi strategis di Cipete Jakarta Selatan,3,3,300,7000000000,28571429,"abdul majid cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-dalam-komplek-lokasi-strategis-di-cipete-jakarta-selatan-oleh-atika-rosalya-17198734,5 - 10 M,25 - 30 Juta,-6.266220412660832,106.80624153025968,809,0.08204016142686578,0.07031985473041047,0.028651190601505224,0.04766206125437922,0.042882674952392286,0.0393587219797622,0.026290117359022425,0.04827222408524623,0.08395199574913459,0.06338949019351325,KEBAYORAN BARU,Jakarta Selatan,DKI Jakarta,Indonesia
Jual Rumah Pondok Indah,3,3,274,7000000000,50724638,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-pondok-indah-oleh-ria-yuliantini-18682468,5 - 10 M,30 Juta- Max,-6.263859999999966,106.77519000000008,810,0.1107312790256012,0.09901097232914592,0.057342308200240666,0.08107400417484989,0.019245850768804473,0.04695349659787952,0.04538152987735344,0.07696334168398168,0.11736393866960525,0.029977547273042582,KEBAYORAN LAMA,Jakarta Selatan,DKI Jakarta,Indonesia
BRAND NEW PRECIUM SIMATUPANG,3,4,246,7000000000,51470588,"Jl. Jeruk Purut Raya no.56, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-brand-new-precium-simatupang-oleh-faizal-amir-18652527,5 - 10 M,30 Juta- Max,-6.2882000251204175,106.81244494301399,811,0.0978163611321472,0.0860960544356919,0.04442739030678666,0.019479036040491948,0.07106570016627957,0.02358252227448077,0.054473142572909694,0.06404842379052766,0.05576897053524732,0.09157251540740052,PASAR MINGGU,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah Di Cluster Daerah Lebak Bulus,4,5,300,7000000000,17500000,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-cluster-daerah-lebak-bulus-oleh-yus-betty-18750933,5 - 10 M,15 - 25 Juta,-6.300079999999981,106.77930000000003,812,0.1428412790256619,0.1311209723292066,0.08945230820030138,0.05923997572662909,0.05135585076886517,0.021442395619033938,0.07749152987741413,0.10907334168404237,0.07703393866963547,0.07030754727301236,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah Siap Huni Dalam Komplek di Jati Padang Jakarta Selatan,4,7,550,7000000000,20348837,"Jati Padang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dalam-komplek-di-jati-padang-jakarta-selatan-oleh-teguh-arisman-18640100,5 - 10 M,15 - 25 Juta,-6.285089999999967,106.82917000000003,813,0.07798127902565,0.0662609723291947,0.04095970653290859,0.005864004174894966,0.08468073203187654,0.04341760438097797,0.06808817443850668,0.04421334168403046,0.055810551030099916,0.1051875472729975,PASAR MINGGU,Jakarta Selatan,DKI Jakarta,Indonesia
Dijual Rumah Second siap Huni dlm Cluster di Lebak Bulus III Jakarta Selatan,4,4,380,7000000000,23178808,"Lebak Bulus III, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-second-siap-huni-dlm-cluster-di-lebak-bulus-iii-jakarta-selatan-oleh-zainab-alattas-18861460,5 - 10 M,15 - 25 Juta,-6.30188901316938,106.79215888330928,814,0.1317914088858121,0.1200711021893568,0.07840243806045155,0.04819010558677928,0.06446862851054025,0.010392525479184123,0.06644165973756433,0.09802347154419257,0.06236604219098664,0.08497544375166123,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Menteng Dalam Rasamala,4,8,350,7000000000,24822695,"Jl Rasamala Raya, Menteng Dalam, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-menteng-dalam-rasamala-oleh-ahmad-sofwan-18792407,5 - 10 M,15 - 25 Juta,-6.2399096654712185,106.8405814852685,815,0.02138945922843316,0.03084335602414345,0.031999511596927384,0.06221184407059965,0.07009596902836357,0.1000094241781948,0.0439602899198146,0.018480736016664785,0.11240237082731674,0.09239281874015592,PANCORAN,Jakarta Selatan,DKI Jakarta,Indonesia
Rumah Cipete Brand New,4,4,200,7000000000,35897436,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cipete-brand-new-oleh-chris-cornelius-17758551,5 - 10 M,30 Juta- Max,-6.277569952084483,106.79880008418057,816,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.02056773647699917,0.035481397781381034,0.06706320958800926,0.08004390240459802,0.06729758353804982,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Dijual Rumah Lokasi Pondok Indah,4,4,335,7000000000,41666667,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-lokasi-pondok-indah-oleh-nurul-laela-roswati-s-psi-17767967,5 - 10 M,30 Juta- Max,-6.2685699999999525,106.78056000000004,817,0.1100712790256324,0.09835097232917712,0.056682308200271876,0.07099400417490552,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694,KEBAYORAN LAMA,Jakarta Selatan,DKI Jakarta,Indonesia
"Pondok Indah , Rumah Cantik Murah Siap Huni 7 M nego",4,4,160,7000000000,42424242,"Jalan Alam Segar V, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-rumah-cantik-murah-siap-huni-7-m-nego-oleh-gandung-ahmad-18925504,5 - 10 M,30 Juta- Max,-6.268164558668867,106.78069510098959,818,0.10953073670499336,0.09781043000853806,0.05614176587963282,0.0712643445164387,0.0192803916903328,0.03714383693946832,0.0441809875567456,0.07576279936337382,0.10755427901119408,0.03978720693145377,KEBAYORAN LAMA,Jakarta Selatan,DKI Jakarta,Indonesia
Jual Cepat Murah Rumah Mewah Siap Huni Dalam Cluster Fasilitas Private Pool Di Lebak Bulus,5,4,380,7000000000,26615970,"Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-murah-rumah-mewah-siap-huni-dalam-cluster-fasilitas-private-pool-di-lebak-bulus-oleh-fathia-thalib-s-i-kom-18426102,5 - 10 M,25 - 30 Juta,-6.300079999999981,106.77930000000003,819,0.1428412790256619,0.1311209723292066,0.08945230820030138,0.05923997572662909,0.05135585076886517,0.021442395619033938,0.07749152987741413,0.10907334168404237,0.07703393866963547,0.07030754727301236,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
JUAL CEPAT! ! RUMAH at TEBET PINGGIR JALAN RAYA COCOK UNTUK USAHA DKT CASABLANCA KUNINGAN PANCORAN,5,4,440,7000000000,26615970,"Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-at-tebet-pinggir-jalan-raya-cocok-untuk-usaha-dkt-casablanca-kuningan-pancoran-oleh-verly-18922369,5 - 10 M,25 - 30 Juta,-6.229389999999968,106.84971000000007,820,0.0017412790256106092,0.029452205284464125,0.05164769179974993,0.0818600242734222,0.08974414923118612,0.11965760438101734,0.06360847012263715,0.032026658316008934,0.1320505510301393,0.11204099894297848,TEBET,Jakarta Selatan,DKI Jakarta,Indonesia
DIJUAL RUMAH DIDALAM TOWN HOUSE LEBAK BULUS,5,5,380,7000000000,26615970,"Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-didalam-town-house-lebak-bulus-oleh-raharja-hadi-bastari-18113253,5 - 10 M,25 - 30 Juta,-6.300079999999981,106.77930000000003,821,0.1428412790256619,0.1311209723292066,0.08945230820030138,0.05923997572662909,0.05135585076886517,0.021442395619033938,0.07749152987741413,0.10907334168404237,0.07703393866963547,0.07030754727301236,CILANDAK,Jakarta Selatan,DKI Jakarta,Indonesia
Ragunan - Town House Mewah 3 Lantai,5,6,410,7000000000,27888446,"Ragunan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ragunan-town-house-mewah-3-lantai-oleh-fitri-hatta-18093699,5 - 10 M,25 - 30 Juta,-6.300869999999975,106.82124000000003,822,0.10169127902565922,0.08997097232920392,0.04880970653291428,0.01808997572662641,0.09253073203188222,0.0361065034020811,0.07593817443851236,0.06792334168403967,0.03430393866964465,0.1130375472730032,PASAR MINGGU,Jakarta Selatan,DKI Jakarta,Indonesia
